id,section,test,flag,finding,confidence,source,owner_agent
A11-02,A11,Cash and funding topology,Amber,"parent-vs-subsidiary split of US$15,003,643k consolidated cash — not disclosed · 09-020 prong: Amber",5,"FY25 20-F, Consolidated Balance Sheet and Note 11; Note 3, p.F-19 (regulatory transfer restriction); Item 3.D (holding-c",09
A11-03,A11,ICDs to group entities,Green,0 inter-corporate deposits to any entity outside the consolidation,5,FY21 20-F Note 24; FY22 20-F Note 25; FY23 20-F Note 27; FY25 20-F Note 28,09
A11-04,A11,Listed-vs-private sibling leakage,Green,0 promoter private entities in an overlapping business · 09-023 prong: Green,4,"FY25 20-F, Item 7.A; CIQ Corporate Structure Tree; 07_people-integrity-dossiers entity_network.json",09
A11-05,A11,"Subsidiary transparency, audit and structural stability",Amber,"6 of 34 entities named in the audited filing (Note 3, 'most relevant entities')",5,"FY25 20-F, Note 3, p.F-19; CIQ Corporate Structure Tree Aggregates",09
A11-06,A11,Subsidiary board oversight and disposal safeguards,NA,SEBI LODR Reg 24(1)/(5)/(6) do not bind a Cayman/SEC foreign private issuer,5,"FY25 20-F, Note 3, p.F-19 (BACEN, BANXICO/CNBV, SFC supervision); Item 7.B",09
A11-07,A11,Off-balance-sheet entities with recourse,Green,0.88 percent of net worth in guarantees (all to consolidated subsidiaries); 0% to unconsolidated entities,4,FY25 20-F full-text sweep of Notes 1-37 (no unconsolidated structured entity disclosed); Note 24; 10_contingent-liabilit,09
A12-01,A12,A12-01 - Attrition vs industry median,Insufficient,voluntary turnover rate not disclosed,5,"FY25 Form 20-F, Item 6.D - Employees, p.202; Item 3.D risk factors (attrition mentioned only as a risk)",03
A12-02,A12,A12-02 - Median-employee pay level & change vs executive pay change,Amber,-9.2 % change in average all-in cost per employee FY24-FY25 (cash-only +0.8%),3,"FY25 Form 20-F, Note 8 - expenses by nature, p.F-42/F-43; Item 6.D, p.202; Note 28(b), p.F-77",03
A12-03,A12,A12-03 - ESOP pool breadth; promoters excluded?,Amber,"3751 RSUs granted per employee on average in FY2025 (37,616,075 / 10,027)",4,"FY25 Form 20-F, Note 10 - RSU table, p.F-45; Item 6.B - Eligibility, p.196; Item 6.D, p.202; FY21 Form 20-F, Item 6.E, p",03
A12-04,A12,A12-04 - Workplace-conduct record,Green,3795 US$ thousand labor provision at 31-Dec-2025 (about 0.13% of FY2025 net income),5,"FY25 Form 20-F, Note 25 - Provisions and contingent liabilities, p.F-75/F-76; Item 6.D, p.202; Item 16.B Code of Ethics ",03
A13-01,A13,Professional CEO vs promoter-run,Amber,74.4 percent of votes held by the founder-CEO-chair,5,"FY25 Form 20-F, Item 7.A and Item 6.A",07
A13-02,A13,View on the CEO (operating record),Green,13 years running one business,5,"FY25 Form 20-F, Item 6.A; sweep 2026-09-06",07
A13-03,A13,Promoter vintage & involvement,Green,"13 years, continuously executive",5,"FY25 Form 20-F, Item 6.A",07
A13-04,A13,A13-04 - Top-management team vintage,Amber,"5.5 years, median tenure at Nu (filing roster; 3.35 on the broader officer roster)",4,"FY25 Form 20-F, Item 6.A (Management Team table); FY24 Form 20-F, Item 6.A; CIQ Professionals export - vendor export",01
A13-05,A13,A13-05 - Second-level team quality & bench,Amber,11 named officers; 0 disclosed succession candidates,4,"FY25 Form 20-F, Item 6.A (Management Team; Compensation and People Committee duties); CIQ Professionals export - vendor ",01
A13-06,A13,Family dynamics / succession disputes,Green,0 disputes,5,"FY25 Form 20-F, Item 6.A ('no family relationships'); Item 7.A fn.2 and fn.3",07
A13-07,A13,Promoter's other material businesses,Green,0 competing or transacting promoter businesses,4,"FY25 Form 20-F, Item 7.A; sweep 2026-09-06",07
A13-08,A13,Sensitive government dealings,Amber,0 discretionary government contracts or licence allocations,4,"FY25 Form 20-F, Item 4 (regulatory); company release 2025-07-01",07
A13-09,A13,Political connect,Green,"0 political offices, party roles or donation links held by the CONTROLLER",4,Sweep 2026-09-06; FEC-derived donation records,07
A14-01,A14,Leverage level (governance lens),Green,"Net **cash** US$7,744.6m (**strict basis**: borrowings 4,682.3 + repos 1,058.3 + leases 66.4 − cash 13,551.6); total debt ÷ equity 0.44× US$m / ×",4,"FY2025 20-F Notes 21, 24 (incl. covenants and guarantees), F-9/F-10; Q2'26 interim Statements of Financial Position; `ci",11
A14-02,A14,Loans & advances level,Green,"1.03 (other receivables, net ÷ total assets) %",5,"FY2025 20-F Note 16, Note 28, F-9; Q2'26 interim Note 16",11
A14-03,A14,Quality of lenders / bankers,Green,"1868626 US$ thousands on the largest facility, counterparty unnamed",3,"FY25 Form 20-F, Item 5 — Borrowings and financing; Note 24; Note 25 (Guarantees)",12
A15-01,A15,A15-01 - Exchange surveillance / volatility framework status,Green,"0 listing-standard deficiency notices, trading halts or suspensions disclosed in 24 months",3,"FY25 Form 20-F, Items 8.A and 9.C; CIQ Key Developments export - vendor export; CIQ Equity Listings export, 9 active lis",04
A15-02,A15,A15-02 - Volume and liquidity (institutional exit capacity),Green,"1098.5 US$m average daily traded value (76.82m shares x US$14.30), ~1.6% of a US$69,078.8m market cap",4,"CIQ Equity Listings export (NU), 3-mo avg volume 76.82m, close US$14.30, as of 2026-08-28 - vendor export; CIQ Public Co",04
A15-03,A15,A15-03 - Independent research coverage,Green,"33 research contributors on file (21 named sell-side/independent analysts with a named individual); targets US$16.00-22.00, ratings Neutral to Buy",4,"CIQ Analyst Coverage export (NU), 33 contributor rows - vendor export; ciq_facts.json consensus_view",04
A15-04,A15,A15-04 - Pre-announcement price conduct and insider trade timing,Amber,0 insider sales preceding a results release (all 11 disposals fall after or between results); price/volume prong not testable,3,"CIQ Insider Trading export - vendor export; CIQ Key Developments export, results 2026-02-25 / 2026-05-14 / 2026-08-13 - ",04
A16-01,A16,Identity resolution,Green,25 persons anchored,4,"FY25 Form 20-F, Item 6.A / 7.A; Sweep Log",07
A16-02,A16,"Directorship map (current, past, struck-off)",Green,0 undisclosed directorships found,4,"FY25 Form 20-F, Item 6.A; recipe D-8 sweeps",07
A16-03,A16,Disqualification registers,Green,0 active bars or disqualifications,3,"SEC officer-and-director bar sweep, 2026-09-06",07
A16-04,A16,Criminal proceedings & arrests,Green,0 persons with a criminal record · 07-004/campos-neto prong: Green,3,"Per-person sweeps, 2026-09-06 (Sweep Log)",07
A16-05,A16,Civil / commercial litigation history,Green,0 material personal matters,3,"Per-person sweeps, 2026-09-06",07
A16-06,A16,Securities-regulator actions,Green,0 orders against any person,4,"SEC / CVM / CNBV / SFC sweeps, 2026-09-06",07
A16-07,A16,Wilful-defaulter / fraud-borrower lists,NA,0 listings,2,"Regime note, 2026-09-06",07
A16-08,A16,Insolvency / the corporate-graveyard test,Amber,1 company under a register person's non-executive board seat now in an insolvency proceeding,4,"Metropoles / Bloomberg Linea / Times Brasil, Aug-2026; FY25 Form 20-F, Item 6.A",07
A16-09,A16,Sanctions & watchlists,Green,0 matches,3,"Consolidated OFAC/UN/EU/Interpol name screen, 2026-09-06",07
A16-10,A16,PEP status & political exposure,Amber,3 politically exposed persons on the register · 07-010/campos-neto prong: Amber,4,"FY25 Form 20-F, Item 6.A; sweeps 2026-09-06",07
A16-11,A16,Credential verification,Green,0 fabricated credentials,4,"FY25 Form 20-F, Item 6.A; independent records, 2026-09-06",07
A16-12,A16,"Adverse media (dated, tiered)",Amber,2 persons with credible dated adverse coverage,4,bne IntelliNews 2025; Brazilian press Aug-2026; CNBC 2022-11-18,07
A16-13,A16,Undisclosed related entities,Green,0 family or associate entities transacting with the listco and absent from disclosure,4,"FY25 Form 20-F, Item 7.A fn.2/fn.3; registry-outward sweep 2026-09-06",07
A16-14,A16,Regulatory-role conflicts,Amber,1 person who moved from the regulator to the regulated firm,4,Company release 2025-07-01; bne IntelliNews 2025,07
A16-15,A16,Integrity buzz (forums / social),Green,0 unresolved material buzz items,3,business-model/01_disqualifier-scan.md row 6; independent buzz sweep 2026-09-06,07
A16-16,A16,Per-person overall grade,Amber,3 persons graded above Clean (22 Clean / 3 Minor / 0 Material / 0 Disqualifying),4,Section 1 roll-up,07
A16-17,A16,Resignation-timing pattern (the smart-rat test),Green,0 qualifying resignation patterns,4,"Times Brasil (CNBC) and BPMoney, Aug-2026",07
A16-18,A16,Association with past accounting failures,Green,0 persons who signed or approved statements later restated,4,"Exame / CNN Brasil / Seu Dinheiro Nov-Dec 2019; FY25 Form 20-F, Item 6.A",07
A16-19,A16,Professional-licence discipline,Green,0 sanctions against a licence,3,Sweep 2026-09-06,07
A16-20,A16,Public claims vs filed numbers,Green,0 claims not traceable to a filing,3,Transcript digest Q4-2021 to Q2-2026; web sweeps 2026-09-06,07
A17-01,A17,Discovery completeness,Green,"68 subjects on the Discovery Register, each with an enumerated discovery method",4,Section 0 Discovery Register,07
A17-02,A17,Corporate lineage & former names,Green,"3 years between the claimed founding year (2013) and incorporation (2016-02-26), fully reconciled",4,"CNPJ 18.236.120/0001-58 (opened 04/06/2013); FY25 Form 20-F, Item 4 and Item 16G",07
A17-03,A17,Predecessor / phoenix test,Green,0 failed predecessors,4,"CNPJ status (active, no proceeding); USPTO proprietor records",07
A17-04,A17,Brand & trademark ownership,Green,100 percent of core marks owned inside the consolidated group,4,USPTO serials 86386363 (NUBANK) and 86963402 (NU BANK); WIPO UDRP D2019-3138,07
A17-05,A17,Registered-address cluster,Green,1 co-address entity with a corroborated second link,4,"FY25 Form 20-F, Item 4; SEC Schedule 13G (Rua California Ltd.)",07
A17-06,A17,Founder & past-controller trail,Green,3 founders of the listco identified and swept,4,FY21 Form 20-F 'founders' definition; sweep 2026-09-06,07
A17-07,A17,Cross-linkage to adverse networks,Red,1 hop-1 link to an entity carrying a Material-equivalent fact · 07-040 prong: Red; 07-041 prong: Amber,4,"Metropoles / Bloomberg Linea / Gazeta do Povo / Times Brasil / BPMoney, Aug-2026; FY25 Form 20-F, Item 6.A",07
A17-08,A17,Undisclosed-network reconciliation,Green,0 subjects classified disclosable-and-omitted · 07-042 prong: Amber,4,Section 4 four-class table,07
A17-09,A17,Scope boundary declared,Green,8 scope-boundary rows covering about 65 named subjects,5,Section 5 Scope-Boundary Register,07
A17-10,A17,Aggregator-conflict resolution,Amber,1 conflict kept in scope and unresolved,4,AGM 6-K nominee slate (a-i); FY25 Form 20-F Item 6.A; investidores.nu board page; CIQ Insider Trading export,07
