"id","section","test","flag","finding","confidence","source","owner_agent"
"A9-01","A9","Securities-regulator actions vs the COMPANY","Amber","No post-2021 corporate order returned; 2016 FCPA NPA is historical","","[regulatory-legal-and-compliance, checklist A9-01, 2026-09-14]","regulatory-legal-and-compliance"
"A9-02","A9","NCLT / CCI / ED / CBI / SFIO & forensic investigations","Amber","Generic governmental-proceedings/investigations disclosure; no named current matter","","[regulatory-legal-and-compliance, checklist A9-02, 2026-09-14]","regulatory-legal-and-compliance"
"A9-03","A9","Whistleblower / vigil mechanism & outcomes","Amber","Independent hotline and Audit Committee oversight; no volume/outcomes","","[regulatory-legal-and-compliance, checklist A9-03, 2026-09-14]","regulatory-legal-and-compliance"
"A9-04","A9","Promoter / controller track record elsewhere (owner: 07)","Amber","1","3","SEC DEF 14A and sweep log","people-integrity-dossiers"
"A9-05","A9","Rating actions","Amber","Reported S&P BBB+ to BBB to BBB- in 54 days; current agency page not retrieved","","[regulatory-legal-and-compliance, checklist A9-05, 2026-09-14]","regulatory-legal-and-compliance"
"A9-06","A9","Exchange fines & listing-compliance register (8 quarters, all exchanges)","N/A","Nasdaq eight-quarter archive not obtained","","[regulatory-legal-and-compliance, checklist A9-06, 2026-09-14]","regulatory-legal-and-compliance"
"A9-07","A9","Insider-trading / trading-window violations","Amber","Former marketing director Kieran Taylor SEC settlement in 2013","","[regulatory-legal-and-compliance, checklist A9-07, 2026-09-14]","regulatory-legal-and-compliance"
"A9-08","A9","Sanctions / export-control / AML exposure","Amber","Narrow DOJ PAFACA no-liability assurance; full sanctions screen incomplete","","[regulatory-legal-and-compliance, checklist A9-08, 2026-09-14]","regulatory-legal-and-compliance"
"A9-09","A9","ESG / environmental / consumer penalties","N/A","Full ESG/environmental/consumer registers not downloaded","","[regulatory-legal-and-compliance, checklist A9-09, 2026-09-14]","regulatory-legal-and-compliance"
"A9-10","A9","Litigation-register reconciliation","Amber","Barkan $3.741m claim in secondary judgment mirrors, below module materiality screen","","[regulatory-legal-and-compliance, checklist A9-10, 2026-09-14]","regulatory-legal-and-compliance"
"A9-11","A9","Response to whistleblowers & short-sellers","N/A","No evidence-backed published messenger allegation used","","[regulatory-legal-and-compliance, checklist A9-11, 2026-09-14]","regulatory-legal-and-compliance"
"A7-01","A7","Disclosure timeliness & completeness (owner: 12)","N/A","Only one of 12 quarterly filing dates individually verified","","[regulatory-legal-and-compliance, checklist A7-01, 2026-09-14]","regulatory-legal-and-compliance"
"A14-03","A14","Quality of lenders / bankers (owner: 12)","Amber","JPMorgan agent identified; lender syndicate names absent","","[regulatory-legal-and-compliance, checklist A14-03, 2026-09-14]","regulatory-legal-and-compliance"
"A7-03","A7","KPI stability","Amber","2 / 4","5","[Q1 2026 Supplemental Financial Information, Supplemental Revenue sheet; Q2 2026 Supplemental Financial Information, Supplemental Revenue sheet]","candor-and-disclosure-quality"
"A7-04","A7","Guidance hygiene","Amber","-20 / -0.10 / -1","4","[Q1 2026 earnings release, Financial guidance, p. 2; Q2 2026 earnings release, Financial guidance, p. 2; Q2 2026 earnings call, CFO prepared remarks, pp. 6–8]","candor-and-disclosure-quality"
