finding_id,ticker,date,agent,section,question,standardized_verdict,raw_value,unit,current_period,prior_period,trend,peer_benchmark,peer_verdict,score,max_score,penalty,confidence_1_to_5,materiality,evidence,source_id,source_type,source_date,as_of_date,analyst_interpretation,red_flag_triggered,red_flag_id,follow_up_required
05-007,ORCL,2026-08-14,05_board-and-shareholder-rights,Related-Party Transactions,Historical founder-linked RPT / self-dealing litigation,Amber,8,years of litigation (2017-2025),Resolved 2025-01-21,N/A,N/A,No peer set,N/A,8,15,0,2,High,"[Web: Dechert LLP and Sidley Austin case summaries of In re Oracle Corp. Derivative Litigation, 2026-08-14 (unverified, citing primary court opinions)]",S10,Web (unverified),2026-08-14,2026-08-14,"The $9.3bn NetSuite deal was litigated for eight years as an alleged Ellison self-dealing transaction and resolved in the company's favor, but demonstrates the channel is real, not theoretical",False,,Monitor for any new litigation on the FY26 capex/debt buildout
05-008,ORCL,2026-08-14,05_board-and-shareholder-rights,Takeover Defenses & Voting,Dual-class / unequal voting present,Green,0,count (none found),FY2026,N/A,N/A,No peer set,N/A,10,10,0,5,Medium,"[FY26 10-K, cover page]; [management-governance/04_ownership-and-insider-behavior.md, 04-006]","S1,S3",Annual filing / Cross-module,2026-06-22,2026-06-22,"Single class, one-share-one-vote common stock - no structural vote-multiplier risk",False,,None
05-009,ORCL,2026-08-14,05_board-and-shareholder-rights,Takeover Defenses & Voting,Classified / staggered board present,Green,0,boolean (0=not staggered),FY2026,N/A,N/A,No peer set,N/A,6,8,0,3,Medium,"[Web: Oracle Amended and Restated Bylaws, search synthesis, 2026-08-14 (unverified)]",S8,Web (unverified),2026-08-14,2026-08-14,Annual election of the full board is a genuine minority-protective feature,False,,None
05-010,ORCL,2026-08-14,05_board-and-shareholder-rights,Takeover Defenses & Voting,Director-election voting standard,Amber,0,boolean (0=not true majority voting),FY2026,N/A,N/A,No peer set,N/A,4,8,0,2,Medium,"[Web: Oracle bylaws and Corporate Governance Guidelines, search synthesis, 2026-08-14 (unverified)]",S8,Web (unverified),2026-08-14,2026-08-14,"Plurality-of-votes-cast standard, softened only by a discretionary Board-overridable resignation policy, is weaker than binding majority voting",False,,None
05-011,ORCL,2026-08-14,05_board-and-shareholder-rights,Takeover Defenses & Voting,Shareholder right to call a special meeting,Amber,20,% ownership threshold required,FY2026,Unchanged since ~2015,Stable,No peer set,N/A,4,7,0,2,Medium,"[Web: search synthesis of Oracle bylaws and historical shareholder proposal, 2026-08-14 (unverified)]",S8,Web (unverified),2026-08-14,2026-08-14,"A 20% threshold is a real but moderate right, harder to exercise than the 10% threshold shareholders themselves once sought",False,,Confirm current threshold in the 2026 proxy
05-012,ORCL,2026-08-14,05_board-and-shareholder-rights,Takeover Defenses & Voting,Poison pill / shareholder rights plan currently active,Insufficient Data,,,FY2026,,,No peer set,N/A,,,0,2,Low,"[FY26 10-K, full-text search: no hits]; [Web search, 2026-08-14 (unverified)]",S1,Annual filing / Web (unverified),2026-08-14,2026-08-14,"No evidence of an active plan found, but absence of evidence in a search is not confirmed absence",False,,Confirm directly against the 2026 proxy / any rights-plan 8-K
05-013,ORCL,2026-08-14,05_board-and-shareholder-rights,Shareholder Voting & Dilution,"Say-on-pay votes against, most recent AGM",Amber,18.0,% of votes cast against (excl. broker non-votes),FY2025 AGM (2025-11-18),FY2024 AGM: ~22% against,Improving y/y but still elevated,"MSFT/SAP typically single-digit-% opposition - Inference, not from filings",Worse than peers,4,10,-2,2,Medium,"[Web: Oracle 8-K FY2025 annual-meeting voting results, sec.gov, search synthesis, 2026-08-14 (unverified)]",S9,Web (unverified),2026-08-14,2026-08-14,Two consecutive years of double-digit opposition to executive pay is a persistent minority-shareholder dissatisfaction signal,True,RF-SHR-001,Track the 2026 AGM say-on-pay result once filed
05-014,ORCL,2026-08-14,05_board-and-shareholder-rights,Litigation / Board Exposure,Sitting board member individually named in pending securities class action,Amber,1,count of named board members,"Filed 2026-02-03, pending",N/A,N/A,No peer set,N/A,,,0,4,Medium,"[FY26 10-K, Note 15, Securities Class Action Regarding Oracle Cloud Infrastructure]",S1,Annual filing,2026-06-22,2026-06-22,"An unresolved, pre-motion-to-dismiss securities suit names Ellison, both co-CEOs, and one director personally over cloud-infrastructure statements; not proven, but a genuine board-level exposure to monitor",False,,Track motion-to-dismiss briefing (defendants respond by 2026-09-16)
05-015,ORCL,2026-08-14,05_board-and-shareholder-rights,Related-Party Transactions,Current 2026 Proxy Statement availability,Insufficient Data,,,FY2026,FY2025 proxy was filed and available,Data gap widened,N/A,N/A,,,0,5,Medium,"[FY26 10-K, Part III, Items 10-14 (incorporation by reference)]",S1,Annual filing,2026-08-14,2026-08-14,"The company's own primary source for board, comp, ownership, and RPT detail for the current fiscal year is not yet filed, capping confidence on several rows above",False,,Re-run this agent once the 2026 DEF 14A is filed (expected on/before ~2026-09-28)
06-001,ORCL,2026-08-14,06_candor-and-disclosure-quality,Owning the Misses,"Was the FY26 capex overshoot disclosed with a specific, quantified figure?",Green,15000,"$mm under-forecast, disclosed same cycle","Q2 FY2026 (Dec 10, 2025)",Q1 FY2026 forecast,N/A,No peer set,N/A,8,10,0,4,High,"[Oracle Corporation NYSE ORCL Key Developments.xls, 2026-02-05 entry]; [01_management-and-track-record.md, Section 4]","S4,S8",Material-event disclosure / Cross-module,2025-12-10,2025-12-10,"Specific dollar figure, disclosed same quarter, no euphemistic language found; verbal tone in the actual Q&A not verifiable from the pool",False,,"Obtain the Dec 10, 2025 call transcript for the next review cycle"
06-002,ORCL,2026-08-14,06_candor-and-disclosure-quality,Owning the Misses,Did management proactively disclose the ex-one-off EPS figure?,Green,6.83,$ non-GAAP EPS ex-gains vs $7.63 headline,FY2026,FY2025,N/A,No peer set,N/A,9,10,0,5,Medium,"[Q4 FY26 transcript, CFO Maxson prepared remarks]",S3,Earnings-call transcript (verbatim),2026-06-10,2026-06-10,CFO volunteered the less-flattering number unprompted in prepared remarks - the strongest positive candor signal found,False,,None
06-003,ORCL,2026-08-14,06_candor-and-disclosure-quality,Owning the Misses / Tone in Bad Times,Is the worst-quarter (FQ2 FY26) call tone/Q&A-evasiveness assessable?,Insufficient Data,0,count of worst-quarter verbatim transcripts in pool,Q2 FY2026,,,No peer set,N/A,,,0,1,High,"Data pool listing, data/ORCL/ (only Q3 and Q4 FY26 call transcripts present)",S9,Data pool directory listing,2026-08-14,2026-08-14,The single quarter with the most adverse news has no verbatim record in the pool; tone and Q&A directness for that quarter cannot be scored,False,,"Source the FQ2 FY2026 (Dec 10, 2025) call transcript"
06-004,ORCL,2026-08-14,06_candor-and-disclosure-quality,Non-GAAP Aggressiveness,Restructuring charges recur as one-offs under successive named plans,Red,2,count of consecutive fiscal years with a named restructuring plan excluded from non-GAAP,FY2025-FY2026,N/A,Deteriorating,No peer set,N/A,4,15,-6,5,High,"[earnings/06_earnings-quality.md, Sections 4, 5, 8]",S5,Cross-module,2026-06-22,2026-06-22,A charge that recurs every year under a new plan name is the textbook recurring one-off,True,RF-DISC-002,Track whether a third restructuring plan is named in FY2027
06-005,ORCL,2026-08-14,06_candor-and-disclosure-quality,Non-GAAP Aggressiveness,"GAAP-to-non-GAAP operating income gap, magnitude and trend",Amber,40.4,% of reported operating income (FY26); 41.6% FY25,FY2026,FY2025,Stable-High,No peer set,N/A,6,15,0,5,High,"[earnings/06_earnings-quality.md, Section 7]",S5,Cross-module,2026-06-22,2026-06-22,"Consistently large adjustment gap for two straight years, driven mainly by stock-based compensation",False,,Monitor whether the gap narrows as SBC growth decelerates
06-006,ORCL,2026-08-14,06_candor-and-disclosure-quality,Non-GAAP Aggressiveness,GAAP vs non-GAAP effective tax rate gap,Amber,7.3,percentage points (12.6% GAAP vs 19.9% non-GAAP),FY2026,N/A,N/A,No peer set,N/A,5,10,0,4,Medium,"[earnings/06_earnings-quality.md, Section 8]",S5,Cross-module,2026-06-22,2026-06-22,"Gap driven mainly by stock-based-compensation tax benefits that scale with share price, not operating performance",False,,None beyond ongoing tracking
06-007,ORCL,2026-08-14,06_candor-and-disclosure-quality,Non-GAAP Aggressiveness,"Investment gains flattering reported growth, but self-corrected in guidance",Amber,33,% of FY26 reported net-income-available-to-common growth attributable to Ampere/Bloom gains (approx.),FY2026,N/A,N/A,No peer set,N/A,7,10,0,4,Medium,"[earnings/06_earnings-quality.md, Sections 5, 8, 10]",S5,Cross-module,2026-06-22,2026-06-22,Flattering effect is real but management discloses and backs it out of its own forward math - a mitigating factor,False,,None
06-008,ORCL,2026-08-14,06_candor-and-disclosure-quality,Disclosure Transparency,New net cash outlay for capex metric introduced same quarter gross capex nearly tripled,Amber,20,$bn netted out of the $90-95bn gross capex figure to produce the $70bn headline,FY2027 guidance,"FY2026 (gross capex $55.7bn, +162% YoY)",New this cycle,No peer set,N/A,5,10,0,4,Medium,"[Q4 FY26 transcript, CFO Maxson prepared remarks]; [earnings/03_margin-drivers.md, Section 9]","S3,S7",Earnings-call transcript / Cross-module,2026-06-10,2026-06-10,"Reconciled and disclosed, not hidden, but a framing choice that shrinks the headline number in the least flattering year",False,,"Watch whether net cash outlay becomes the sole headline figure in future disclosures, displacing gross capex"
06-009,ORCL,2026-08-14,06_candor-and-disclosure-quality,Disclosure Transparency,"Segment/operating KPI specificity (utilization, RPO conversion schedule, site-level delivery)",Green,97.5,% global GPU utilization,Q4 FY2026,N/A,N/A,No peer set,N/A,8,10,0,5,Medium,"[Q4 FY26 transcript, CEO Magouyrk]",S3,Earnings-call transcript (verbatim),2026-06-10,2026-06-10,"Genuinely specific operating disclosure, not boilerplate",False,,None
06-010,ORCL,2026-08-14,06_candor-and-disclosure-quality,Disclosure Transparency,Results filed within 10 days of quarter-end; any delayed disclosure found?,Green,10,days from quarter-end to results filing,FY2026 (all 4 quarters),N/A,Stable,No peer set,N/A,9,10,0,4,Low,"[Q3 FY26 transcript, CFO/PFO Kehring prepared remarks]",S2,Earnings-call transcript (verbatim),2026-03-10,2026-03-10,No delayed-filing or delayed-material-disclosure pattern found in the pool,False,,None
06-011,ORCL,2026-08-14,06_candor-and-disclosure-quality,Tone in Bad Times,Q&A directness on tough questions in available (good-quarter) transcripts,Green,1,"count of specific, technical (non-deflecting) answers to a hard capex/cost question",Q4 FY2026,N/A,N/A,No peer set,N/A,6,10,0,3,Medium,"[Q4 FY26 transcript, John DiFucci question and CEO Magouyrk answer]",S3,Earnings-call transcript (verbatim),2026-06-10,2026-06-10,"Direct, technical answer given on component-cost/fixed-vs-floating pricing question; evidence from a favorable quarter, not the crisis quarter",False,,Re-test once a bad-quarter transcript is available
06-012,ORCL,2026-08-14,06_candor-and-disclosure-quality,Candor Read,Prepared-remarks framing (tremendous/overdelivering) vs clean operating beat rate,Red,50,% clean (ex one-off) operating beat rate over trailing 4 quarters,FQ1-FQ4 FY2026,N/A,N/A,No peer set,N/A,4,15,-6,4,High,"[earnings/04_guidance-consensus.md, Section 6]; [Q3 FY26 transcript prepared remarks: tremendous quarter that exceeded expectations across the board]; [Q4 FY26 transcript: overdelivering on FY 26 revenue and earnings]","S2,S3,S6",Earnings-call transcript / Cross-module,2026-06-10,2026-06-10,Verbal framing describes uniformly strong delivery; the clean beat rate is close to a coin flip once one-off gains are stripped and revenue missed Street in 2 of 4 quarters,True,RF-DISC-001,Track whether FY2027 prepared-remarks framing is calibrated to the clean (not headline) beat rate
06-013,ORCL,2026-08-14,06_candor-and-disclosure-quality,Candor Read,Unresolved securities class action re: AI-growth outlook addressed in earnings-call Q&A?,Amber,0,count of analyst questions or management comments addressing the allegation's substance in the 2 available transcripts,Q3-Q4 FY2026,"Filed Feb 3, 2026",N/A,No peer set,N/A,4,10,0,3,Critical,"[Q3 FY26 transcript]; [Q4 FY26 transcript]; [FY26 10-K, Note 15]; [01_management-and-track-record.md, Section 4A, RF-MGT-005]","S2,S3,S1,S8",Earnings-call transcript / Annual filing / Cross-module,2026-08-14,2026-08-14,Standard legal-proceedings boilerplate satisfies disclosure rules but the substantive integrity question is not engaged live in either available call,False,,Track whether the topic is addressed once a motion-to-dismiss ruling lands
